Symbol,Company Name,ISIN Code,Series
IGARASHI,Igarashi Motors India Limited,INE188B01013,EQ
IGCL,Indogulf Cropsciences Limited,INE05J901018,EQ
IGIL,International Gemological Institute Limited,INE0Q9301021,EQ
IGL,Indraprastha Gas Limited,INE203G01027,EQ
IGPL,IG Petrochemicals Limited,INE204A01010,EQ
IIFL,IIFL Finance Limited,INE530B01024,EQ
IIFLCAPS,IIFL Capital Services Limited,INE489L01022,EQ
IITL,Industrial Investment Trust Limited,INE886A01014,EQ
IKIO,IKIO Technologies Limited,INE0LOJ01019,EQ
IKS,Inventurus Knowledge Solutions Limited,INE115Q01022,EQ
IMAGICAA,Imagicaaworld Entertainment Limited,INE172N01012,EQ
IMFA,Indian Metals & Ferro Alloys Limited,INE919H01018,EQ
IMPAL,India Motor Parts and Accessories Limited,INE547E01014,EQ
INA,Insolation Energy Limited,INE0LGX01024,EQ
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,INE452L01012,EQ
INDBANK,Indbank Merchant Banking Services Limited,INE841B01017,EQ
INDGN,Indegene Limited,INE065X01017,EQ
INDHOTEL,The Indian Hotels Company Limited,INE053A01029,EQ
INDIACEM,The India Cements Limited,INE383A01012,EQ
INDIAGLYCO,India Glycols Limited,INE560A01023,EQ
INDIAMART,Indiamart Intermesh Limited,INE933S01016,EQ
INDIANB,Indian Bank,INE562A01011,EQ
INDIANCARD,Indian Card Clothing Company Limited,INE061A01014,EQ
INDIANHUME,Indian Hume Pipe Company Limited,INE323C01030,EQ
INDIASHLTR,India Shelter Finance Corporation Limited,INE922K01024,EQ
INDIGO,InterGlobe Aviation Limited,INE646L01027,EQ
INDIGOPNTS,Indigo Paints Limited,INE09VQ01012,EQ
INDIQUBE,Indiqube Spaces Limited,INE06ST01018,EQ
INDNIPPON,India Nippon Electricals Limited,INE092B01025,EQ
INDOBORAX,Indo Borax & Chemicals Limited,INE803D01021,EQ
INDOCO,Indoco Remedies Limited,INE873D01024,EQ
INDOFARM,Indo Farm Equipment Limited,INE622H01018,EQ
INDOKEM,Indokem Limited,INE716F01012,EQ
INDOMIM,INDO-MIM Limited,INE084101034,EQ
INDORAMA,Indo Rama Synthetics (India) Limited,INE156A01020,EQ
INDOSTAR,IndoStar Capital Finance Limited,INE896L01010,EQ
INDOTECH,Indo Tech Transformers Limited,INE332H01014,EQ
INDOTHAI,Indo Thai Securities Limited,INE337M01021,EQ
INDOUS,Indo Us Biotech Limited,INE250Z01010,EQ
INDOWIND,Indowind Energy Limited,INE227G01018,EQ
INDPRUD,Industrial & Prudential Investment Company Limited,INE620D01011,EQ
INDRAMEDCO,Indraprastha Medical Corporation Limited,INE681B01017,EQ
INDSWFTLAB,Ind-Swift Laboratories Limited,INE915B01019,EQ
INDTERRAIN,Indian Terrain Fashions Limited,INE611L01021,EQ
INDUSINDBK,IndusInd Bank Limited,INE095A01012,EQ
INDUSTOWER,Indus Towers Limited,INE121J01017,EQ
INFOBEAN,InfoBeans Technologies Limited,INE344S01016,EQ
INFOMEDIA,Infomedia Press Limited,INE669A01022,EQ
INFY,Infosys Limited,INE009A01021,EQ
INGERRAND,Ingersoll Rand (India) Limited,INE177A01018,EQ
INNOVACAP,Innova Captab Limited,INE0DUT01020,EQ
INNOVANA,Innovana Thinklabs Limited,INE403Y01018,EQ
INNOVISION,Innovision Limited,INE0ADB01012,EQ
INOXGREEN,Inox Green Energy Services Limited,INE510W01014,EQ
INOXINDIA,INOX India Limited,INE616N01034,EQ
INOXWIND,Inox Wind Limited,INE066P01011,EQ
INSECTICID,Insecticides (India) Limited,INE070I01018,EQ
INTELLECT,Intellect Design Arena Limited,INE306R01017,EQ
INTENTECH,Intense Technologies Limited,INE781A01025,EQ
INTERARCH,Interarch Building Solutions Limited,INE00M901018,EQ
INTLCONV,International Conveyors Limited,INE575C01027,EQ
INVENTURE,Inventure Growth & Securities Limited,INE878H01024,EQ
IOB,Indian Overseas Bank,INE565A01014,EQ
IOC,Indian Oil Corporation Limited,INE242A01010,EQ
IOLCP,IOL Chemicals and Pharmaceuticals Limited,INE485C01029,EQ
IONEXCHANG,ION Exchange (India) Limited,INE570A01022,EQ
IPCALAB,IPCA Laboratories Limited,INE571A01038,EQ
IPL,India Pesticides Limited,INE0D6701023,EQ
IPRINGLTD,IP Rings Limited,INE558A01019,EQ
IRB,IRB Infrastructure Developers Limited,INE821I01022,EQ
IRCON,Ircon International Limited,INE962Y01021,EQ
IRCTC,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,EQ
IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016,EQ
IRFC,Indian Railway Finance Corporation Limited,INE053F01010,EQ
IRIS,IRIS RegTech Solutions Limited,INE864K01010,EQ
IRISDOREME,Iris Clothings Limited,INE01GN01025,EQ
IRMENERGY,IRM Energy Limited,INE07U701015,EQ
ISFT,Intrasoft Technologies Limited,INE566K01011,EQ
ISGEC,Isgec Heavy Engineering Limited,INE858B01029,EQ
ISHANCH,Ishan Dyes and Chemicals Limited,INE561M01018,EQ
ISTLTD,I S T Limited,INE684B01029,EQ
ITC,ITC Limited,INE154A01025,EQ
ITCHOTELS,ITC Hotels Limited,INE379A01028,EQ
ITDC,India Tourism Development Corporation Limited,INE353K01014,EQ
ITI,ITI Limited,INE248A01017,EQ
ITL,ITL Industries Limited,INE478D01014,EQ
IVALUE,Ivalue Infosolutions Limited,INE056801025,EQ
IVC,IL&FS Investment Managers Limited,INE050B01023,EQ
IWP,The Indian Wood Products Company Limited,INE586E01020,EQ
IXIGO,Le Travenues Technology Limited,INE0HV901016,EQ
IZMO,IZMO Limited,INE848A01014,EQ
J&KBANK,The Jammu & Kashmir Bank Limited,INE168A01041,EQ
JAGRAN,Jagran Prakashan Limited,INE199G01027,EQ
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,INE048B01035,EQ
JAIBALAJI,Jai Balaji Industries Limited,INE091G01026,EQ
JAICORPLTD,Jai Corp Limited,INE070D01027,EQ
JAINREC,Jain Resource Recycling Limited,INE0YD401026,EQ
JAIPURKURT,Nandani Creation Limited,INE696V01013,EQ
JAMNAAUTO,Jamna Auto Industries Limited,INE039C01032,EQ
JARO,Jaro Institute of Technology Management and Research Limited,INE00YJ01010,EQ
JASH,Jash Engineering Limited,INE039O01029,EQ
JAYAGROGN,Jayant Agro Organics Limited,INE785A01026,EQ
JAYBARMARU,Jay Bharat Maruti Limited,INE571B01036,EQ
JAYKAY,Jaykay Enterprises Limited,INE903A01025,EQ
JAYNECOIND,Jayaswal Neco Industries Limited,INE854B01010,EQ
JAYSREETEA,Jayshree Tea & Industries Limited,INE364A01020,EQ
JBMA,JBM Auto Limited,INE927D01051,EQ
JENBURPH,Jenburkt Pharmaceuticals Limited,INE354A01013,EQ
JETFREIGHT,Jet Freight Logistics Limited,INE982V01025,EQ
JGCHEM,J.G.Chemicals Limited,INE0MB501011,EQ
JHS,JHS Svendgaard Laboratories Limited,INE544H01014,EQ
JINDALPHOT,Jindal Photo Limited,INE796G01012,EQ
JINDALPOLY,Jindal Poly Films Limited,INE197D01010,EQ
JINDALSAW,Jindal Saw Limited,INE324A01032,EQ
JINDALSTEL,JINDAL STEEL LIMITED,INE749A01030,EQ
JINDRILL,Jindal Drilling And Industries Limited,INE742C01031,EQ
JINDWORLD,Jindal Worldwide Limited,INE247D01039,EQ
JIOFIN,Jio Financial Services Limited,INE758E01017,EQ
JISLDVREQS,Jain Irrigation Systems Limited,IN9175A01010,EQ
JISLJALEQS,Jain Irrigation Systems Limited,INE175A01038,EQ
JITFINFRA,JITF Infralogistics Limited,INE863T01013,EQ
JKCEMENT,JK Cement Limited,INE823G01014,EQ
JKIL,J.Kumar Infraprojects Limited,INE576I01022,EQ
JKIPL,Jinkushal Industries Limited,INE1FF001016,EQ
JKLAKSHMI,JK Lakshmi Cement Limited,INE786A01032,EQ
JKPAPER,JK Paper Limited,INE789E01012,EQ
JKTYRE,JK Tyre & Industries Limited,INE573A01042,EQ
JLHL,Jupiter Life Line Hospitals Limited,INE682M01020,EQ
JMA,Jullundur Motor Agency (Delhi) Limited,INE412C01023,EQ
JMFINANCIL,JM Financial Limited,INE780C01023,EQ
JNKINDIA,JNK India Limited,INE0OAF01028,EQ
JNPR,Juniper Green Energy Limited,INE05C901015,EQ
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,INE147P01019,EQ
JPPOWER,Jaiprakash Power Ventures Limited,INE351F01018,EQ
JSFB,Jana Small Finance Bank Limited,INE953L01027,EQ
JSL,Jindal Stainless Limited,INE220G01021,EQ
JSLL,Jeena Sikho Lifecare Limited,INE0J5801029,EQ
JSWCEMENT,JSW Cement Limited,INE718I01012,EQ
JSWDULUX,JSW Dulux Limited,INE133A01011,EQ
JSWENERGY,JSW Energy Limited,INE121E01018,EQ
JSWHL,JSW Holdings Limited,INE824G01012,EQ
JSWINFRA,JSW Infrastructure Limited,INE880J01026,EQ
JSWSTEEL,JSW Steel Limited,INE019A01038,EQ
JTEKTINDIA,Jtekt India Limited,INE643A01035,EQ
JTLIND,JTL INDUSTRIES LIMITED,INE391J01032,EQ
JUBLCPL,Jubilant Agri and Consumer Products Limited,INE03CC01015,EQ
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,EQ
JUBLINGREA,Jubilant Ingrevia Limited,INE0BY001018,EQ
JUBLPHARMA,Jubilant Pharmova Limited,INE700A01033,EQ
JUNIPER,Juniper Hotels Limited,INE696F01016,EQ
JUSTDIAL,Just Dial Limited,INE599M01018,EQ
JWL,Jupiter Wagons Limited,INE209L01016,EQ
JYOTHYLAB,Jyothy Labs Limited,INE668F01031,EQ
JYOTICNC,Jyoti CNC Automation Limited,INE980O01024,EQ
JYOTIRES,Jyoti Resins & Adhesives Limited,INE577D01013,EQ
JYOTISTRUC,Jyoti Structures Limited,INE197A01024,EQ
KABRAEXTRU,Kabra Extrusion Technik Limited,INE900B01029,EQ
KAJARIACER,Kajaria Ceramics Limited,INE217B01036,EQ
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,INE437B01014,EQ
KALAMANDIR,Sai Silks (Kalamandir) Limited,INE438K01021,EQ
KALPATARU,Kalpataru Limited,INE227J01012,EQ
KALYANIFRG,Kalyani Forge Limited,INE314G01014,EQ
KALYANKJIL,Kalyan Jewellers India Limited,INE303R01014,EQ
KAMAHOLD,Kama Holdings Limited,INE411F01010,EQ
KAMANWALA,Kamanwala Housing Construction Limited,INE344D01018,EQ
KAMATHOTEL,Kamat Hotels (I) Limited,INE967C01018,EQ
KAMOPAINTS,Kamdhenu Ventures Limited,INE0BTI01037,EQ
KANANIIND,Kanani Industries Limited,INE879E01037,EQ
KANCHI,Kanchi Karpooram Limited,INE081G01019,EQ
KANCOTEA,Kanco Tea & Industries Limited,INE398L01017,EQ
KANPRPLA,Kanpur Plastipack Limited,INE694E01014,EQ
KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,EQ
KAPSTON,Kapston Services Limited,INE542Z01028,EQ
KARMAENG,Karma Energy Limited,INE725L01011,EQ
KARURVYSYA,Karur Vysya Bank Limited,INE036D01028,EQ
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,INE641C01019,EQ
KAYNES,Kaynes Technology India Limited,INE918Z01012,EQ
KCP,KCP Limited,INE805C01028,EQ
KDDL,KDDL Limited,INE291D01011,EQ
KEC,KEC International Limited,INE389H01022,EQ
KECL,Kirloskar Electric Company Limited,INE134B01017,EQ
KEEPLEARN,DSJ Keep Learning Limited,INE055C01020,EQ
KEI,KEI Industries Limited,INE878B01027,EQ
KELLTONTEC,Kellton Tech Solutions Limited,INE164B01030,EQ
KENNAMET,Kennametal India Limited,INE717A01029,EQ
KERNEX,Kernex Microsystems (India) Limited,INE202H01019,EQ
KEYFINSERV,Keynote Financial Services Limited,INE681C01015,EQ
KFINTECH,Kfin Technologies Limited,INE138Y01010,EQ
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,INE745B01028,EQ
KHAITANLTD,Khaitan (India) Limited,INE731C01018,EQ
KHANDSE,Khandwala Securities Limited,INE060B01014,EQ
KICL,Kalyani Investment Company Limited,INE029L01018,EQ
KIMS,Krishna Institute of Medical Sciences Limited,INE967H01025,EQ
KINGFA,Kingfa Science & Technology (India) Limited,INE473D01015,EQ
KIOCL,KIOCL Limited,INE880L01014,EQ
KIRANVYPAR,Kiran Vyapar Limited,INE555P01013,EQ
KIRIINDUS,Kiri Industries Limited,INE415I01015,EQ
KIRLFER,Kirloskar Ferrous Industries Limited,INE884B01025,EQ
KIRLOSBROS,Kirloskar Brothers Limited,INE732A01036,EQ
KIRLOSENG,Kirloskar Oil Engines Limited,INE146L01010,EQ
KIRLOSIND,Kirloskar Industries Limited,INE250A01039,EQ
KIRLPNU,Kirloskar Pneumatic Company Limited,INE811A01038,EQ
KISSHT,OnEMI Technology Solutions Limited,INE12F801023,EQ
KITEX,Kitex Garments Limited,INE602G01020,EQ
KJMCFIN,KJMC Financial Services Limited,INE533C01018,EQ
KKCL,Kewal Kiran Clothing Limited,INE401H01017,EQ
KLBRENG-B,Kilburn Engineering Limited,INE338F01015,EQ
KMCSHIL,K M C Speciality Hospitals (India) Limited,INE879K01018,EQ
KMEW,Knowledge Marine & Engineering Works Limited,INE0CJD01029,EQ
KMSUGAR,K.M.Sugar Mills Limited,INE157H01023,EQ
KNACK,Knack Packaging Limited,INE17QZ01016,EQ
KNAGRI,KN Agri Resources Limited,INE0KNW01016,EQ
KNRCON,KNR Constructions Limited,INE634I01029,EQ
KOHINOOR,Kohinoor Foods Limited,INE080B01012,EQ
KOKUYOCMLN,Kokuyo Camlin Limited,INE760A01029,EQ
KOLTEPATIL,Kolte - Patil Developers Limited,INE094I01018,EQ
KOTAKBANK,Kotak Mahindra Bank Limited,INE237A01036,EQ
KOTHARIPET,Kothari Petrochemicals Limited,INE720A01015,EQ
KOTHARIPRO,Kothari Products Limited,INE823A01017,EQ
KOTIC,Kothari Industrial Corporation Limited,INE972A01020,EQ
KOVAI,Kovai Medical Center & Hospital Limited,INE177F01017,EQ
KPEL,K.P. Energy Limited,INE127T01021,EQ
KPIGREEN,KPI Green Energy Limited,INE542W01025,EQ
KPIL,Kalpataru Projects International Limited,INE220B01022,EQ
KPITTECH,KPIT Technologies Limited,INE04I401011,EQ
KPL,Kwality Pharmaceuticals Limited,INE552U01010,EQ
KPRMILL,K.P.R. Mill Limited,INE930H01031,EQ
KRBL,KRBL Limited,INE001B01026,EQ
KREBSBIO,Krebs Biochemicals and Industries Limited,INE268B01013,EQ
KRISHANA,Krishana Phoschem Limited,INE506W01020,EQ
KRISHIVAL,Krishival Foods Limited,INE0GGO01015,EQ
KRISHNADEF,Krishna Defence And Allied Industries Limited,INE0J5601015,EQ
KRITI,Kriti Industries (India) Limited,INE479D01038,EQ
KRITIKA,Kritika Wires Limited,INE00Z501029,EQ
KRITINUT,Kriti Nutrients Limited,INE798K01010,EQ
KRN,KRN Heat Exchanger and Refrigeration Limited,INE0Q3J01015,EQ
KROSS,Kross Limited,INE0O6601022,EQ
KRSNAA,Krsnaa Diagnostics Limited,INE08LI01020,EQ
KRYSTAL,Krystal Integrated Services Limited,INE0QN801017,EQ
KSB,Ksb Limited,INE999A01023,EQ
KSCL,Kaveri Seed Company Limited,INE455I01029,EQ
KSE,KSE Limited,INE953E01022,EQ
KSHINTL,KSH International Limited,INE987S01020,EQ
KSHITIJPOL,Kshitij Polyline Limited,INE013801027,EQ
KSL,Kalyani Steels Limited,INE907A01026,EQ
KSOLVES,Ksolves India Limited,INE0D6I01023,EQ
KSR,KSR Footwear Limited,INE1SPP01016,EQ
KTKBANK,The Karnataka Bank Limited,INE614B01018,EQ
KUANTUM,Kuantum Papers Limited,INE529I01021,EQ
KUSUMGAR,Kusumgar Limited,INE0ISX01025,EQ
KWIL,Kwality Wall's (India) Limited,INE2KCE01013,EQ
LADDERUP,Ladderup Finance Limited,INE519D01015,EQ
LAGNAM,Lagnam Spintex Limited,INE548Z01017,EQ
LAHOTIOV,Lahoti Overseas Limited,INE515C01023,EQ
LAKSHMIMIL,Lakshmi Mills Company Limited,INE938C01019,EQ
LAL,Lorenzini Apparels Limited,INE740X01023,EQ
LALITHAA,Lalithaa Jewellery Mart Limited,INE0K9O01026,EQ
LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,EQ
LAMBODHARA,Lambodhara Textiles Limited,INE112F01022,EQ
LANCER,Lancer Container Lines Limited,INE359U01028,EQ
LANCORHOL,Lancor Holdings Limited,INE572G01025,EQ
LANDMARK,Landmark Cars Limited,INE559R01029,EQ
LANDSMILL,Landsmill Green Limited,INE688J01023,EQ
LAOPALA,La Opala RG Limited,INE059D01020,EQ
LASA,Lasa Supergenerics Limited,INE670X01014,EQ
LASERPOWER,Laser Power & Infra Limited,INE17IR01028,EQ
LATENTVIEW,Latent View Analytics Limited,INE0I7C01011,EQ
LATTEYS,Latteys Industries Limited,INE262Z01023,EQ
LAURUSLABS,Laurus Labs Limited,INE947Q01028,EQ
LAXMICOT,Laxmi Cotspin Limited,INE801V01019,EQ
LAXMIDENTL,Laxmi Dental Limited,INE0WO601020,EQ
LAXMIINDIA,Laxmi India Finance Limited,INE06WU01026,EQ
LCCINFOTEC,LCC Infotech Limited,INE938A01021,EQ
LCL,Lohia Corp Limited,INE0QJW01029,EQ
LEAPIND,LEAP India Limited,INE00GO01025,EQ
LEENEE,Lee & Nee Softwares Exports Limited,INE791B01014,EQ
LEMERITE,Le Merite Exports Limited,INE0G1L01025,EQ
LEMONTREE,Lemon Tree Hotels Limited,INE970X01018,EQ
LENSKART,Lenskart Solutions Limited,INE956O01016,EQ
LEXUS,Lexus Granito (India) Limited,INE500X01013,EQ
LFIC,Lakshmi Finance & Industrial Corporation Limited,INE850E01012,EQ
LGBBROSLTD,LG Balakrishnan & Bros Limited,INE337A01034,EQ
LGEINDIA,LG Electronics India Limited,INE324D01010,EQ
LGHL,Laxmi Goldorna House Limited,INE258Y01016,EQ
LIBAS,Libas Consumer Products Limited,INE908V01012,EQ
LIBERTSHOE,Liberty Shoes Limited,INE557B01019,EQ
LICHSGFIN,LIC Housing Finance Limited,INE115A01026,EQ
LICI,Life Insurance Corporation Of India,INE0J1Y01017,EQ
LIKHITHA,Likhitha Infrastructure Limited,INE060901027,EQ
LINC,Linc Limited,INE802B01027,EQ
LINCOLN,Lincoln Pharmaceuticals Limited,INE405C01035,EQ
LINDEINDIA,Linde India Limited,INE473A01011,EQ
LKPSEC,LKP Securities Limited,INE341H01023,EQ
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,EQ
LLOYDSENT,Lloyds Enterprises Limited,INE080I01025,EQ
LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,EQ
LMW,LMW Limited,INE269B01029,EQ
LODHA,Lodha Developers Limited,INE670K01029,EQ
LORDSCHLO,Lords Chloro Alkali Limited,INE846D01012,EQ
LOTUSCHO,Lotus Chocolate Company Limited,INE026D01011,EQ
LOTUSEYE,Lotus Eye Hospital and Institute Limited,INE947I01017,EQ
LOVABLE,Lovable Lingerie Limited,INE597L01014,EQ
LOYALTEX,Loyal Textile Mills Limited,INE970D01010,EQ
LPDC,Landmark Property Development Company Limited,INE197J01017,EQ
LT,Larsen & Toubro Limited,INE018A01030,EQ
LTF,L&T Finance Limited,INE498L01015,EQ
LTFOODS,LT Foods Limited,INE818H01020,EQ
LTM,LTM Limited,INE214T01019,EQ
LTTS,L&T Technology Services Limited,INE010V01017,EQ
LUMAXIND,Lumax Industries Limited,INE162B01018,EQ
LUMAXTECH,Lumax Auto Technologies Limited,INE872H01027,EQ
LUPIN,Lupin Limited,INE326A01037,EQ
LUXIND,Lux Industries Limited,INE150G01020,EQ
LXCHEM,Laxmi Organic Industries Limited,INE576O01020,EQ
M&M,Mahindra & Mahindra Limited,INE101A01026,EQ
M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,EQ
MAANALU,Maan Aluminium Limited,INE215I01027,EQ
MACPOWER,Macpower CNC Machines Limited,INE155Z01011,EQ
MADHAV,Madhav Marbles and Granites Limited,INE925C01016,EQ
MADHAVIPL,Madhav Infra Projects Limited,INE631R01026,EQ
MADRASFERT,Madras Fertilizers Limited,INE414A01015,EQ
MAFATIND,Mafatlal Industries Limited,INE270B01035,EQ
MAGADSUGAR,Magadh Sugar & Energy Limited,INE347W01011,EQ
MAGNUM,Magnum Ventures Limited,INE387I01016,EQ
MAHABANK,Bank of Maharashtra,INE457A01014,EQ
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,INE843B01013,EQ
MAHEPC,Mahindra EPC Irrigation Limited,INE215D01010,EQ
MAHLIFE,Mahindra Lifespace Developers Limited,INE813A01018,EQ
MAHLOG,Mahindra Logistics Limited,INE766P01016,EQ
MAHSCOOTER,Maharashtra Scooters Limited,INE288A01013,EQ
MAHSEAMLES,Maharashtra Seamless Limited,INE271B01025,EQ
MAITHANALL,Maithan Alloys Limited,INE683C01011,EQ
MAKERSL,Makers Laboratories Limited,INE987A01010,EQ
MALLCOM,Mallcom (India) Limited,INE389C01015,EQ
MALUPAPER,Malu Paper Mills Limited,INE383H01017,EQ
MAMATA,Mamata Machinery Limited,INE0TO701015,EQ
MANAKALUCO,Manaksia Aluminium Company Limited,INE859Q01017,EQ
MANAKCOAT,Manaksia Coated Metals & Industries Limited,INE830Q01018,EQ
MANAKSIA,Manaksia Limited,INE015D01022,EQ
MANAKSTEEL,Manaksia Steels Limited,INE824Q01011,EQ
MANALIPETC,Manali Petrochemicals Limited,INE201A01024,EQ
MANAPPURAM,Manappuram Finance Limited,INE522D01027,EQ
MANBA,Manba Finance Limited,INE939X01013,EQ
MANBRO,Manbro Industries Limited,INE348N01042,EQ
MANCREDIT,Mangal Credit and Fincorp Limited,INE545L01039,EQ
MANGALAM,Mangalam Drugs And Organics Limited,INE584F01014,EQ
MANGLMCEM,Mangalam Cement Limited,INE347A01017,EQ
MANINDS,Man Industries (India) Limited,INE993A01026,EQ
MANINFRA,Man Infraconstruction Limited,INE949H01023,EQ
MANIPALHOS,Manipal Health Enterprises Limited,INE459N01021,EQ
MANKIND,Mankind Pharma Limited,INE634S01028,EQ
MANOMAY,Manomay Tex India Limited,INE784W01015,EQ
MANORAMA,Manorama Industries Limited,INE00VM01036,EQ
MANORG,Mangalam Organics Limited,INE370D01013,EQ
MANYAVAR,Vedant Fashions Limited,INE825V01034,EQ
MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023,EQ
MARALOVER,Maral Overseas Limited,INE882A01013,EQ
MARATHON,Marathon Nextgen Realty Limited,INE182D01020,EQ
MARICO,Marico Limited,INE196A01026,EQ
MARINE,Marine Electricals (India) Limited,INE01JE01028,EQ
MARKOLINES,Markolines Pavement Technologies Limited,INE0FW001016,EQ
MARKSANS,Marksans Pharma Limited,INE750C01026,EQ
MARSONS,Marsons Limited,INE415B01044,EQ
MARUTI,Maruti Suzuki India Limited,INE585B01010,EQ
MASFIN,MAS Financial Services Limited,INE348L01012,EQ
MASKINVEST,Mask Investments Limited,INE885F01015,EQ
MASTEK,Mastek Limited,INE759A01021,EQ
MASTERTR,Master Trust Limited,INE677D01037,EQ
MATRIMONY,Matrimony.Com Limited,INE866R01028,EQ
MAWANASUG,Mawana Sugars Limited,INE636A01039,EQ
MAXESTATES,Max Estates Limited,INE03EI01018,EQ
MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,EQ
MAXIND,Max India Limited,INE0CG601016,EQ
MAYURUNIQ,Mayur Uniquoters Ltd,INE040D01038,EQ
MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01020,EQ
MBAPL,Madhya Bharat Agro Products Limited,INE900L01028,EQ
MBEL,M & B Engineering Limited,INE08N601015,EQ
MBLINFRA,MBL Infrastructure Limited,INE912H01013,EQ
MCCHRLS-B,Mac Charles India Limited,INE435D01014,EQ
MCL,M TEK COPPER LIMITED,INE813V01022,EQ
MCLEODRUSS,Mcleod Russel India Limited,INE942G01012,EQ
MCLOUD,Magellanic Cloud Limited,INE613C01026,EQ
MCX,Multi Commodity Exchange of India Limited,INE745G01043,EQ
MEDANTA,Global Health Limited,INE474Q01031,EQ
MEDIASSIST,Medi Assist Healthcare Services Limited,INE456Z01021,EQ
MEDICAMEQ,Medicamen Biotech Limited,INE646B01010,EQ
MEDICAPQ,Medi Caps Limited,INE442D01010,EQ
MEDICO,Medico Remedies Limited,INE630Y01024,EQ
MEDPLUS,Medplus Health Services Limited,INE804L01022,EQ
MEESHO,Meesho Limited,INE0VDM01015,EQ
MEGASTAR,Megastar Foods Limited,INE00EM01016,EQ
MEIL,Mangal Electrical Industries Limited,INE0PKD01011,EQ
MENNPIS,Menon Pistons Limited,INE650G01029,EQ
MERCANTILE,Mercantile Ventures Limited,INE689O01013,EQ
MERCURYEV,Mercury Ev-Tech Limited,INE763M01028,EQ
METROBRAND,Metro Brands Limited,INE317I01021,EQ
METROGLOBL,Metroglobal Limited,INE085D01033,EQ
METROPOLIS,Metropolis Healthcare Limited,INE112L01020,EQ
MFML,Mahalaxmi Fabric Mills Limited,INE0US801024,EQ
MFSL,Max Financial Services Limited,INE180A01020,EQ
MGL,Mahanagar Gas Limited,INE002S01010,EQ
MHRIL,Mahindra Holidays & Resorts India Limited,INE998I01010,EQ
MIDHANI,Mishra Dhatu Nigam Limited,INE099Z01011,EQ
MIDWESTLTD,Midwest Limited,INE0XAD01024,EQ
MIIL,Meghna Infracon Infrastructure Limited,INE898Q01015,EQ
MILKYMIST,Milky Mist Dairy Food Limited,INE00IT01020,EQ
MINDACORP,Minda Corporation Limited,INE842C01021,EQ
MINDTECK,Mindteck (India) Limited,INE110B01017,EQ
MIRZAINT,Mirza International Limited,INE771A01026,EQ
MITTAL,Mittal Life Style Limited,INE997Y01027,EQ
MKEXIM,M.K. Exim (India) Limited,INE227F01010,EQ
MKPL,M K Proteins Limited,INE964W01021,EQ
MLKFOOD,Milkfood Limited,INE588G01021,EQ
MMFL,MM Forgings Limited,INE227C01017,EQ
MMP,MMP Industries Limited,INE511Y01018,EQ
MMTC,MMTC Limited,INE123F01029,EQ
MMWL,Media Matrix Worldwide Limited,INE200D01020,EQ
MOBIKWIK,One Mobikwik Systems Limited,INE0HLU01028,EQ
MODIRUBBER,Modi Rubber Limited,INE832A01018,EQ
MODIS,Modis Navnirman Limited,INE0L0L01012,EQ
MODTHREAD,Modern Threads (India) Limited,INE794W01014,EQ
MOHITE,Mohite Industries Limited,INE154B01023,EQ
MOHITIND,Mohit Industries Limited,INE954E01012,EQ
MOIL,MOIL Limited,INE490G01020,EQ
MOKSH,Moksh Ornaments Limited,INE514Y01020,EQ
MOL,Meghmani Organics Limited,INE0CT101020,EQ
MOLBIO,Molbio Diagnostics Limited,INE869T01028,EQ
MOLDTKPAC,Mold-Tek Packaging Limited,INE893J01029,EQ
MONARCH,Monarch Networth Capital Limited,INE903D01011,EQ
MONEYBOXX,Moneyboxx Finance Limited,INE296Q01012,EQ
MONTECARLO,Monte Carlo Fashions Limited,INE950M01013,EQ
MOREPENLAB,Morepen Laboratories Limited,INE083A01026,EQ
MOSCHIP,Moschip Technologies Limited,INE935B01025,EQ
MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,EQ
MOTILALOFS,Motilal Oswal Financial Services Limited,INE338I01027,EQ
MOTISONS,Motisons Jewellers Limited,INE0FRK01020,EQ
MPHASIS,MphasiS Limited,INE356A01018,EQ
MPSLTD,MPS Limited,INE943D01017,EQ
MRF,MRF Limited,INE883A01011,EQ
MRPL,Mangalore Refinery and Petrochemicals Limited,INE103A01014,EQ
MSL,Mangalam Seeds Limited,INE829S01016,EQ
MSPL,MSP Steel & Power Limited,INE752G01015,EQ
